
,,,,,,,Points,Points,Points,,,Top Players,Top Players,Top Players,Off Rank,Off Rank,Def Rank,Def Rank,Overall Rank,Overall Rank,Overall Rank,Overall Rank,Simple Rating System,Simple Rating System,Simple Rating System,Simple Rating System,Simple Rating System
2005,NFL,Cincinnati Bengals*,11,5,0,Lost WC,421,350,71,Lewis,Anderson,Palmer,Johnson,Johnson,4,6,22,28,1,10,15,32,4.4,-0.6,3.8,6.5,-2.7
2004,NFL,Cincinnati Bengals,8,8,0,,374,372,2,Lewis,Anderson,Palmer,Johnson,Johnson,10,18,21,19,14,15,20,32,0.1,2.5,2.7,4.3,-1.6
2003,NFL,Cincinnati Bengals,8,8,0,,346,384,-38,Lewis,Kitna,Kitna,Johnson,Johnson,13,13,28,28,10,21,21,32,-2.4,-0.0,-2.4,1.1,-3.5
2002,NFL,Cincinnati Bengals,2,14,0,,279,456,-177,LeBeau,Dillon,Kitna,Dillon,Johnson,28,18,32,17,30,32,18,32,-11.1,0.6,-10.5,-3.6,-6.9
2001,NFL,Cincinnati Bengals,6,10,0,,226,309,-83,LeBeau,Gibson,Kitna,Dillon,Scott,31,23,14,9,24,25,16,31,-5.2,1.7,-3.5,-4.5,1.0
2000,NFL,Cincinnati Bengals,4,12,0,,185,359,-174,LeBeauCoslet,Spikes,Smith,Dillon,Warrick,30,29,21,22,28,29,28,31,-10.9,0.4,-10.5,-8.1,-2.4
1999,NFL,Cincinnati Bengals,4,12,0,,283,460,-177,Coslet,Dillon,Blake,Dillon,Scott,24,15,31,25,19,30,21,31,-11.1,-0.5,-11.5,-3.3,-8.2
1998,NFL,Cincinnati Bengals,3,13,0,,268,452,-184,Coslet,Dillon,O'Donnell,Dillon,Pickens,27,17,30,28,17,30,26,30,-11.5,0.5,-11.0,-4.5,-6.5
1997,NFL,Cincinnati Bengals,7,9,0,,355,405,-50,Coslet,Dillon,Blake,Dillon,Scott,10,10,27,28,14,21,24,30,-3.1,1.0,-2.2,1.8,-4.0
1996,NFL,Cincinnati Bengals,8,8,0,,372,369,3,CosletShula,Blake,Blake,Hearst,Pickens,5,10,23,25,1,14,18,30,0.2,-0.3,-0.1,2.5,-2.6
1995,NFL,Cincinnati Bengals,7,9,0,,349,374,-25,Shula,Blake,Blake,Green,Pickens,14,17,24,30,28,19,29,30,-1.6,-0.2,-1.7,0.1,-1.9
1994,NFL,Cincinnati Bengals,3,13,0,,276,406,-130,Shula,Pickens,Blake,Fenner,Pickens,23,18,26,15,28,28,16,28,-8.1,1.2,-6.9,-1.6,-5.4
1993,NFL,Cincinnati Bengals,3,13,0,,187,319,-132,Shula,Brim,Klingler,Green,Query,28,27,20,16,8,25,27,28,-8.3,-0.2,-8.4,-7.4,-1.0
1992,NFL,Cincinnati Bengals,5,11,0,,274,364,-90,Shula,Green,Esiason,Green,McGee,18,26,24,26,9,24,27,28,-5.6,-1.0,-6.6,-0.9,-5.7
1991,NFL,Cincinnati Bengals,3,13,0,,263,435,-172,Wyche,Munoz,Esiason,Green,Brown,23,14,28,28,25,27,23,28,-10.8,2.1,-8.7,-1.8,-6.9
1990,NFL,Cincinnati Bengals*,9,7,0,Lost Div,360,352,8,Wyche,Munoz,Esiason,Brooks,McGee,7,9,19,25,18,15,21,28,0.5,-1.6,-1.1,1.9,-3.0
1989,NFL,Cincinnati Bengals,8,8,0,,404,285,119,Wyche,Fulcher,Esiason,Brooks,McGee,4,3,7,15,12,3,6,28,7.4,-0.5,6.9,4.6,2.4
1988,NFL,Cincinnati Bengals*,12,4,0,Lost SB,448,329,119,Wyche,Esiason,Esiason,Woods,Brown,1,1,16,15,5,2,4,28,7.4,-1.3,6.1,7.1,-1.0
1987,NFL,Cincinnati Bengals,4,11,0,,285,370,-85,Wyche,Esiason,Esiason,Kinnebrew,Brown,20,5,24,8,21,25,6,28,-5.7,2.0,-3.7,-1.8,-1.9
1986,NFL,Cincinnati Bengals,10,6,0,,409,394,15,Wyche,Munoz,Esiason,Brooks,Collinsworth,3,1,23,20,20,13,2,28,0.9,0.5,1.5,5.7,-4.2
1985,NFL,Cincinnati Bengals,7,9,0,,441,437,4,Wyche,Munoz,Esiason,Brooks,Collinsworth,3,3,26,22,4,14,11,28,0.3,-0.9,-0.7,6.2,-6.9
1984,NFL,Cincinnati Bengals,8,8,0,,339,339,0,Wyche,Munoz,Anderson,Kinnebrew,Collinsworth,13,5,16,13,12,13,9,28,0.0,-1.2,-1.2,-0.1,-1.0
1983,NFL,Cincinnati Bengals,7,9,0,,346,302,44,Gregg,Riley,Anderson,Johnson,Collinsworth,16,14,6,1,8,8,1,28,2.8,-2.3,0.5,-1.2,1.7
1982,NFL,Cincinnati Bengals*,7,2,0,Lost WC,232,177,55,Gregg,Anderson,Anderson,Johnson,Collinsworth,4,2,15,18,7,9,7,28,6.1,-2.5,3.6,3.5,0.2
1981,NFL,Cincinnati Bengals*,12,4,0,Lost SB,421,304,117,Gregg,Anderson,Anderson,Johnson,Collinsworth,3,2,12,12,4,2,5,28,7.3,-1.8,5.5,4.5,1.0
1980,NFL,Cincinnati Bengals,6,10,0,,244,312,-68,Gregg,Cameron,Anderson,Johnson,Ross,27,19,14,9,4,21,12,28,-4.3,0.6,-3.7,-4.5,0.8
1979,NFL,Cincinnati Bengals,4,12,0,,337,421,-84,Rice,Anderson,Anderson,Johnson,Bass,13,23,28,28,3,24,27,28,-5.3,3.9,-1.3,3.1,-4.4
1978,NFL,Cincinnati Bengals,4,12,0,,252,284,-32,RiceJohnson,Riley,Anderson,Johnson,Curtis,21,11,12,10,26,21,8,28,-2.0,0.7,-1.3,-2.7,1.3
1977,NFL,Cincinnati Bengals,8,6,0,,238,235,3,Johnson,Anderson,Anderson,Johnson,Brooks,14,13,16,21,6,15,14,28,0.2,2.0,2.2,0.6,1.6
1976,NFL,Cincinnati Bengals,10,4,0,,335,210,125,Johnson,Anderson,Anderson,Clark,Curtis,6,15,7,5,8,6,11,28,8.9,1.2,10.1,5.0,5.1
1975,NFL,Cincinnati Bengals*,11,3,0,Lost Div,340,246,94,Brown,Anderson,Anderson,Clark,Curtis,9,2,6,7,5,7,6,26,6.7,0.2,6.9,4.0,2.9
1974,NFL,Cincinnati Bengals,7,7,0,,283,259,24,Brown,Anderson,Anderson,Davis,Curtis,10,4,13,11,23,11,6,26,1.7,0.5,2.2,1.9,0.2
1973,NFL,Cincinnati Bengals*,10,4,0,Lost Div,286,231,55,Brown,Johnson,Anderson,Johnson,Curtis,11,5,11,8,6,10,5,26,3.9,-0.9,3.0,0.1,2.9
1972,NFL,Cincinnati Bengals,8,6,0,,299,229,70,Brown,Reid,Anderson,Johnson,Myers,13,9,5,3,12,9,3,26,5.0,-0.9,4.1,1.2,3.0
1971,NFL,Cincinnati Bengals,4,10,0,,284,265,19,Brown,Parrish,Carter,Willis,Trumpy,11,6,9,12,2,11,8,26,1.4,-1.9,-0.5,-0.4,-0.1
1970,NFL,Cincinnati Bengals*,8,6,0,Lost Div,312,255,57,Brown,Parrish,Carter,Phillips,Myers,7,16,9,20,3,9,20,26,4.1,-3.5,0.5,1.2,-0.6
1969,AFL,Cincinnati Bengals,4,9,1,,280,367,-87,Brown,Crabtree,Cook,Phillips,Crabtree,6,7,10,10,6,8,10,10,-6.2,2.0,-4.2,-0.0,-4.2
1968,AFL,Cincinnati Bengals,3,11,0,,215,329,-114,Brown,Robinson,Stofa,Robinson,Trumpy,9,8,6,8,5,7,9,10,-8.1,1.8,-6.3,-6.5,0.1
