
,,,,,,,Points,Points,Points,,,Top Players,Top Players,Top Players,Off Rank,Off Rank,Def Rank,Def Rank,Overall Rank,Overall Rank,Overall Rank,Overall Rank,Simple Rating System,Simple Rating System,Simple Rating System,Simple Rating System,Simple Rating System
2004,NFL,Buffalo Bills,9,7,0,,395,284,111,Mularkey,McGee,Bledsoe,McGahee,Moulds,7,25,8,2,7,6,10,32,6.9,1.1,8.1,4.6,3.5
2003,NFL,Buffalo Bills,6,10,0,,243,279,-36,Williams,Spikes,Bledsoe,Henry,Moulds,30,30,5,2,31,20,17,32,-2.3,1.3,-1.0,-5.0,4.0
2002,NFL,Buffalo Bills,8,8,0,,379,397,-18,Williams,Bledsoe,Bledsoe,Henry,Moulds,11,11,27,15,28,20,13,32,-1.1,0.9,-0.3,2.1,-2.3
2001,NFL,Buffalo Bills,3,13,0,,265,420,-155,Williams,Brown,Van Pelt,Henry,Moulds,27,13,29,21,29,30,17,31,-9.7,0.2,-9.5,-3.9,-5.7
2000,NFL,Buffalo Bills,8,8,0,,315,350,-35,Phillips,Cowart,Johnson,Bryson,Moulds,20,9,18,3,10,22,3,31,-2.2,2.2,-0.0,0.5,-0.5
1999,NFL,Buffalo Bills*,11,5,0,Lost WC,320,229,91,Phillips,Flutie,Flutie,Linton,Moulds,16,11,2,1,23,3,2,31,5.7,1.5,7.1,-0.2,7.4
1998,NFL,Buffalo Bills*,10,6,0,Lost WC,400,333,67,Phillips,Moulds,Flutie,Smith,Moulds,7,6,15,6,3,8,6,30,4.2,1.0,5.2,4.4,0.7
1997,NFL,Buffalo Bills,6,10,0,,255,367,-112,Levy,Smith,Collins,Smith,Reed,29,25,23,9,28,28,16,30,-7.0,2.5,-4.5,-4.0,-0.5
1996,NFL,Buffalo Bills*,10,6,0,Lost WC,319,266,53,Levy,Smith,Kelly,Thomas,Reed,15,16,6,9,25,7,9,30,3.3,-0.4,2.9,-1.0,3.9
1995,NFL,Buffalo Bills*,10,6,0,Lost Div,350,335,15,Levy,Smith,Kelly,Thomas,Brooks,13,20,12,13,11,13,16,30,0.9,-1.8,-0.9,-0.5,-0.4
1994,NFL,Buffalo Bills,7,9,0,,340,356,-16,Levy,Reed,Kelly,Thomas,Reed,11,10,22,17,24,14,12,28,-1.0,0.8,-0.2,1.5,-1.8
1993,NFL,Buffalo Bills*,12,4,0,Lost SB,329,242,87,Levy,Smith,Kelly,Thomas,Reed,7,6,5,27,2,5,20,28,5.4,-0.6,4.8,1.8,3.0
1992,NFL,Buffalo Bills*,11,5,0,Lost SB,381,283,98,Levy,Thomas,Kelly,Thomas,Reed,3,2,14,12,18,6,4,28,6.1,-1.9,4.3,4.7,-0.4
1991,NFL,Buffalo Bills*,13,3,0,Lost SB,458,318,140,Levy,Thomas,Kelly,Thomas,Reed,2,1,19,27,9,3,5,28,8.8,-5.2,3.6,7.6,-4.1
1990,NFL,Buffalo Bills*,13,3,0,Lost SB,428,263,165,Levy,Thomas,Kelly,Thomas,Reed,1,6,6,8,4,1,5,28,10.3,-1.7,8.6,5.7,2.9
1989,NFL,Buffalo Bills*,9,7,0,Lost Div,409,317,92,Levy,Thomas,Kelly,Thomas,Reed,3,5,14,11,20,5,5,28,5.8,-1.4,4.3,3.8,0.5
1988,NFL,Buffalo Bills*,12,4,0,Lost Conf,329,237,92,Levy,Bennett,Kelly,Thomas,Reed,14,12,3,4,16,5,6,28,5.8,0.6,6.4,-0.0,6.4
1987,NFL,Buffalo Bills,7,8,0,,270,305,-35,Levy,Smith,Kelly,Harmon,Burkett,24,16,12,12,24,19,16,28,-2.3,2.1,-0.2,-2.6,2.4
1986,NFL,Buffalo Bills,4,12,0,,287,348,-61,LevyBullough,Kelly,Kelly,Riddick,Burkett,20,19,20,24,28,23,22,28,-3.8,-2.0,-5.8,-5.0,-0.8
1985,NFL,Buffalo Bills,2,14,0,,200,381,-181,BulloughStephenson,Frazier,Ferragamo,Bell,Butler,28,25,20,17,28,28,24,28,-11.3,1.5,-9.8,-9.5,-0.2
1984,NFL,Buffalo Bills,2,14,0,,250,454,-204,Stephenson,Bell,Ferguson,Bell,Franklin,25,27,27,23,20,27,26,28,-12.8,0.7,-12.0,-5.3,-6.7
1983,NFL,Buffalo Bills,8,8,0,,283,351,-68,Stephenson,Smerlas,Ferguson,Cribbs,Cribbs,23,25,18,24,21,22,28,28,-4.3,0.5,-3.8,-3.4,-0.4
1982,NFL,Buffalo Bills,4,5,0,,150,154,-4,Knox,Smerlas,Ferguson,Cribbs,Lewis,19,11,6,2,23,13,2,28,-0.4,1.9,1.5,-1.9,3.4
1981,NFL,Buffalo Bills*,10,6,0,Lost Div,311,276,35,Knox,Cribbs,Ferguson,Cribbs,Lewis,20,8,6,7,16,14,4,28,2.2,-0.9,1.3,-2.5,3.9
1980,NFL,Buffalo Bills*,11,5,0,Lost Div,320,260,60,Knox,Cribbs,Ferguson,Cribbs,Butler,12,18,3,1,11,8,6,28,3.8,0.2,3.9,-1.6,5.5
1979,NFL,Buffalo Bills,7,9,0,,268,279,-11,Knox,Robertson,Ferguson,Brown,Lewis,23,21,8,14,7,17,16,28,-0.7,0.4,-0.2,-3.3,3.1
1978,NFL,Buffalo Bills,5,11,0,,302,354,-52,Knox,Miller,Ferguson,Miller,Lewis,11,20,24,24,19,25,23,28,-3.3,-0.0,-3.3,-0.1,-3.2
1977,NFL,Buffalo Bills,3,11,0,,160,313,-153,Ringo,DeLamielleure,Ferguson,Simpson,Chandler,26,8,25,23,25,28,17,28,-10.9,3.0,-7.9,-4.3,-3.7
1976,NFL,Buffalo Bills,2,12,0,,245,363,-118,SabanRingo,Simpson,Ferguson,Simpson,Chandler,20,12,24,23,16,23,16,28,-8.4,-0.8,-9.2,-2.5,-6.7
1975,NFL,Buffalo Bills,8,6,0,,420,355,65,Saban,Simpson,Ferguson,Simpson,Chandler,1,1,21,24,4,11,9,26,4.6,2.4,7.1,10.4,-3.4
1974,NFL,Buffalo Bills*,9,5,0,Lost Div,264,244,20,Saban,Simpson,Ferguson,Simpson,Hill,12,23,12,5,11,12,10,26,1.4,-0.4,1.0,-0.3,1.4
1973,NFL,Buffalo Bills,9,5,0,,259,230,29,Saban,Simpson,Ferguson,Simpson,Chandler,15,10,10,14,8,12,10,26,2.1,-1.7,0.3,-1.8,2.1
1972,NFL,Buffalo Bills,4,9,1,,257,377,-120,Saban,Simpson,Shaw,Simpson,Hill,19,18,24,17,19,22,21,26,-8.6,1.4,-7.2,-1.6,-5.6
1971,NFL,Buffalo Bills,1,13,0,,184,394,-210,Johnson,Simpson,Shaw,Simpson,Briscoe,26,25,26,25,26,26,26,26,-15.0,1.6,-13.4,-4.5,-8.9
1970,NFL,Buffalo Bills,3,10,1,,204,337,-133,Rauch,Richardson,Shaw,Simpson,Briscoe,23,17,23,8,26,23,12,26,-9.5,-2.8,-12.3,-5.8,-6.5
1969,AFL,Buffalo Bills,4,10,0,,230,359,-129,Rauch,Byrd,Kemp,Simpson,Moses,10,8,9,7,10,10,6,10,-9.2,0.9,-8.3,-4.0,-4.4
1968,AFL,Buffalo Bills,1,12,1,,199,367,-168,JohnsonCollier,Byrd,Darragh,Anderson,Moses,10,10,8,5,6,9,10,10,-12.0,1.2,-10.8,-7.9,-2.9
1967,AFL,Buffalo Bills,4,10,0,,237,285,-48,Collier,McDole,Kemp,Lincoln,Costa,8,7,4,2,7,6,5,9,-3.4,-0.2,-3.7,-6.2,2.5
1966,AFL,Buffalo Bills*,9,4,1,Lost Conf,358,255,103,Collier,Byrd,Kemp,Burnett,Dubenion,2,3,1,3,5,2,3,9,7.4,-0.2,7.1,2.5,4.6
1965,AFL,Buffalo Bills*,10,3,1,Won Champ,313,226,87,Saban,Stratton,Kemp,Carlton,Roberson,3,7,1,6,1,2,7,8,6.2,-0.8,5.4,0.1,5.3
1964,AFL,Buffalo Bills*,12,2,0,Won Champ,400,242,158,Saban,Sestak,Kemp,Gilchrist,Dubenion,1,1,1,1,7,1,1,8,11.3,-1.4,9.9,4.6,5.3
1963,AFL,Buffalo Bills*,7,6,1,Lost Div,304,291,13,Saban,Sestak,Kemp,Gilchrist,Dubenion,5,2,5,3,5,5,2,8,0.9,-0.1,0.8,-1.8,2.6
1962,AFL,Buffalo Bills,7,6,1,,309,272,37,Saban,Gilchrist,Rabb,Gilchrist,Dubenion,6,5,3,3,2,4,5,8,2.6,-0.3,2.3,-1.6,3.9
1961,AFL,Buffalo Bills,6,8,0,,294,342,-48,Ramsey,Atkins,Reynolds,Baker,Bass,6,6,4,4,4,5,5,8,-3.4,0.4,-3.0,-3.5,0.5
1960,AFL,Buffalo Bills,5,8,1,,296,303,-7,Ramsey,McCabe,Green,Carlton,Dubenion,7,8,3,1,3,4,4,8,-0.5,0.1,-0.4,-3.4,3.0
