
,,,,,,,Points,Points,Points,,,Top Players,Top Players,Top Players,Off Rank,Off Rank,Def Rank,Def Rank,Overall Rank,Overall Rank,Overall Rank,Overall Rank,Simple Rating System,Simple Rating System,Simple Rating System,Simple Rating System,Simple Rating System
1994,NFL,Cleveland Browns*,11,5,0,Lost Div,340,204,136,Belichick,Turner,Testaverde,Hoard,Alexander,11,16,1,7,20,3,13,28,8.5,-1.2,7.3,1.2,6.1
1993,NFL,Cleveland Browns,7,9,0,,304,307,-3,Belichick,Metcalf,Testaverde,Vardell,Jackson,15,20,17,12,25,16,17,28,-0.2,-1.0,-1.2,-0.6,-0.6
1992,NFL,Cleveland Browns,7,9,0,,272,275,-3,Belichick,Johnson,Tomczak,Mack,Jackson,20,18,10,14,10,13,15,28,-0.2,-0.8,-1.0,-2.0,1.0
1991,NFL,Cleveland Browns,6,10,0,,293,298,-5,Belichick,Kosar,Kosar,Mack,Slaughter,16,19,14,18,3,16,19,28,-0.3,-0.0,-0.4,-0.7,0.4
1990,NFL,Cleveland Browns,3,13,0,,228,462,-234,CarsonShofner,Perry,Kosar,Mack,Slaughter,27,25,28,17,28,27,25,28,-14.6,1.7,-13.0,-5.2,-7.8
1989,NFL,Cleveland Browns*,9,6,1,Lost Conf,334,254,80,Carson,Perry,Kosar,Metcalf,Slaughter,14,16,4,7,7,8,13,28,5.0,-0.6,4.4,-0.2,4.6
1988,NFL,Cleveland Browns*,10,6,0,Lost WC,304,288,16,Schottenheimer,Minnifield,Kosar,Byner,Langhorne,20,18,6,6,17,13,10,28,1.0,-0.5,0.5,-3.5,4.0
1987,NFL,Cleveland Browns*,10,5,0,Lost Conf,390,239,151,Schottenheimer,Dixon,Kosar,Mack,Slaughter,3,9,2,3,8,2,2,28,10.1,0.7,10.8,5.3,5.5
1986,NFL,Cleveland Browns*,12,4,0,Lost Conf,391,310,81,Schottenheimer,Dixon,Kosar,Mack,Brennan,5,9,11,19,4,6,13,28,5.1,-1.4,3.6,2.9,0.7
1985,NFL,Cleveland Browns*,8,8,0,Lost Div,287,294,-7,Schottenheimer,Golic,Kosar,Mack,Newsome,23,21,7,9,27,15,16,28,-0.4,-0.8,-1.3,-4.7,3.4
1984,NFL,Cleveland Browns,5,11,0,,250,297,-47,SchottenheimerRutigliano,Matthews,McDonald,Green,Newsome,25,24,6,2,18,21,10,28,-2.9,-0.8,-3.8,-6.1,2.3
1983,NFL,Cleveland Browns,9,7,0,,356,342,14,Rutigliano,Banks,Sipe,Pruitt,Newsome,13,10,14,9,19,11,7,28,0.9,-3.1,-2.2,-0.9,-1.3
1982,NFL,Cleveland Browns*,4,5,0,Lost WC,140,182,-42,Rutigliano,Banks,Sipe,Pruitt,Newsome,23,17,17,23,7,24,26,28,-4.7,1.2,-3.5,-5.0,1.5
1981,NFL,Cleveland Browns,5,11,0,,276,375,-99,Rutigliano,Sipe,Sipe,Pruitt,Newsome,24,4,23,16,28,26,7,28,-6.2,-0.3,-6.5,-4.1,-2.4
1980,NFL,Cleveland Browns*,11,5,0,Lost Div,357,310,47,Rutigliano,Sipe,Sipe,Pruitt,Logan,8,5,12,23,10,10,14,28,2.9,-1.1,1.8,1.7,0.1
1979,NFL,Cleveland Browns,9,7,0,,359,352,7,Rutigliano,Pruitt,Sipe,Pruitt,Logan,9,3,20,24,26,15,12,28,0.4,2.6,3.0,2.9,0.1
1978,NFL,Cleveland Browns,8,8,0,,334,356,-22,Rutigliano,Sipe,Sipe,Pruitt,Rucker,8,5,25,25,22,20,12,28,-1.4,-0.6,-2.0,2.5,-4.5
1977,NFL,Cleveland Browns,6,8,0,,269,267,2,GreggModzelewski,Pruitt,Sipe,Pruitt,Rucker,12,9,22,20,27,16,11,28,0.1,2.4,2.5,2.4,0.1
1976,NFL,Cleveland Browns,9,5,0,,267,287,-20,Gregg,Pruitt,Sipe,Pruitt,Rucker,14,10,20,9,20,16,9,28,-1.4,-0.3,-1.7,0.7,-2.4
1975,NFL,Cleveland Browns,3,11,0,,218,372,-154,Gregg,Pruitt,Phipps,Pruitt,Rucker,22,21,24,19,19,22,18,26,-11.0,4.2,-6.8,-2.6,-4.2
1974,NFL,Cleveland Browns,4,10,0,,251,344,-93,Skorich,Pruitt,Phipps,Pruitt,Holden,15,20,26,23,14,21,24,26,-6.6,2.4,-4.2,0.5,-4.7
1973,NFL,Cleveland Browns,7,5,2,,234,255,-21,Skorich,Scott,Phipps,Brown,Morin,18,23,13,11,24,14,19,26,-1.5,0.3,-1.2,-2.6,1.4
1972,NFL,Cleveland Browns*,10,4,0,Lost Div,268,249,19,Skorich,Davis,Phipps,Kelly,Pitts,17,19,9,16,11,14,19,26,1.4,-1.1,0.3,-1.6,1.9
1971,NFL,Cleveland Browns*,9,5,0,Lost Div,285,273,12,Skorich,Kelly,Nelsen,Kelly,Hooker,10,18,10,17,18,12,18,26,0.9,-0.6,0.3,1.1,-0.8
1970,NFL,Cleveland Browns,7,7,0,,286,265,21,Collier,Scott,Nelsen,Kelly,Morin,13,7,13,22,20,12,15,26,1.5,-0.9,0.6,0.5,0.1
1969,NFL,Cleveland Browns*,10,3,1,Lost Conf,351,300,51,Collier,Nelsen,Nelsen,Kelly,Warfield,3,5,9,11,6,5,7,16,3.6,-2.8,0.9,2.6,-1.7
1968,NFL,Cleveland Browns*,10,4,0,Lost Conf,394,273,121,Collier,Kelly,Nelsen,Kelly,Warfield,3,2,7,8,1,3,4,16,8.6,-1.5,7.1,6.6,0.6
1967,NFL,Cleveland Browns*,9,5,0,Lost Div,334,297,37,Collier,Kelly,Ryan,Kelly,Warfield,7,10,8,12,8,5,13,16,2.6,-1.3,1.4,0.9,0.5
1966,NFL,Cleveland Browns,9,5,0,,403,259,144,Collier,Kelly,Ryan,Kelly,Collins,2,2,5,9,1,3,2,15,10.3,-2.7,7.6,4.9,2.7
1965,NFL,Cleveland Browns*,11,3,0,Lost Champ,363,325,38,Collier,Brown,Ryan,Brown,Collins,5,7,8,13,3,5,11,14,2.7,-7.1,-4.4,-0.2,-4.2
1964,NFL,Cleveland Browns*,10,3,1,Won Champ,415,293,122,Collier,Brown,Ryan,Brown,Warfield,2,3,5,14,4,2,9,14,8.7,-3.5,5.2,6.5,-1.4
1963,NFL,Cleveland Browns,10,4,0,,343,262,81,Collier,Brown,Ryan,Brown,Collins,3,5,3,7,9,4,6,14,5.8,-1.0,4.8,1.2,3.5
1962,NFL,Cleveland Browns,7,6,1,,291,257,34,Brown,Brown,Ryan,Brown,Kreitling,9,11,3,3,3,4,6,14,2.4,-4.0,-1.5,-5.0,3.5
1961,NFL,Cleveland Browns,8,5,1,,319,270,49,Brown,Brown,Plum,Brown,Renfro,6,7,5,7,4,5,6,14,3.5,-1.9,1.6,0.4,1.2
1960,NFL,Cleveland Browns,8,3,1,,362,217,145,Brown,Brown,Plum,Brown,Nagler,1,5,4,8,1,1,6,13,12.1,-1.1,11.0,8.2,2.9
1959,NFL,Cleveland Browns,7,5,0,,270,214,56,Brown,,Plum,Brown,Renfro,3,4,3,6,2,3,5,12,4.7,-1.6,3.0,-0.2,3.3
1958,NFL,Cleveland Browns*,9,3,0,Lost Div,302,217,85,Brown,,Plum,Brown,Renfro,3,5,3,5,3,2,5,12,7.1,-2.0,5.1,2.1,3.1
1957,NFL,Cleveland Browns*,9,2,1,Lost Champ,269,172,97,Brown,,O'Connell,Brown,Brewster,3,5,1,2,4,1,1,12,8.1,-1.2,6.8,2.4,4.5
1956,NFL,Cleveland Browns,5,7,0,,167,177,-10,Brown,,O'Connell,Carpenter,Brewster,11,9,1,2,9,5,6,12,-0.8,-1.5,-2.4,-6.8,4.5
1955,NFL,Cleveland Browns*,9,2,1,Won Champ,349,218,131,Brown,,Graham,Morrison,Brewster,1,3,1,1,2,1,1,12,10.9,1.1,12.0,9.4,2.6
1954,NFL,Cleveland Browns*,9,3,0,Won Champ,336,162,174,Brown,,Graham,Bassett,Lavelli,2,5,1,1,5,1,1,12,14.5,-4.1,10.4,3.6,6.8
1953,NFL,Cleveland Browns*,11,1,0,Lost Champ,348,162,186,Brown,,Graham,Renfro,Lavelli,4,4,1,6,1,1,4,12,15.5,-1.5,14.0,7.0,7.0
1952,NFL,Cleveland Browns*,8,4,0,Lost Champ,310,213,97,Brown,,Graham,Motley,Speedie,3,1,2,1,5,3,1,12,8.1,0.7,8.7,4.8,3.9
1951,NFL,Cleveland Browns*,11,1,0,Lost Champ,331,152,179,Brown,,Graham,Jones,Speedie,3,8,1,2,1,1,2,12,14.9,-0.3,14.6,6.9,7.8
1950,NFL,Cleveland Browns*,10,2,0,Won Champ,310,144,166,Brown,,Graham,Motley,Lavelli,4,6,2,1,2,1,3,13,13.8,-1.1,12.7,4.0,8.7
1949,AAFC,Cleveland Browns*,9,1,2,Won Champ,339,171,168,Brown,,Graham,Motley,Speedie,2,2,1,3,1,2,2,7,14.0,,,,
1948,AAFC,Cleveland Browns*,14,0,0,Won Champ,389,190,199,Brown,,Graham,Motley,Speedie,2,3,1,1,2,2,1,8,14.2,,,,
1947,AAFC,Cleveland Browns*,12,1,1,Won Champ,410,185,225,Brown,,Graham,Motley,Speedie,1,1,1,2,1,1,1,8,16.1,,,,
1946,AAFC,Cleveland Browns*,12,2,0,Won Champ,423,137,286,Brown,,Graham,Motley,Lavelli,1,1,1,2,1,1,1,8,20.4,,,,
