
,,,,,,,Points,Points,Points,,,Top Players,Top Players,Top Players,Off Rank,Off Rank,Def Rank,Def Rank,Overall Rank,Overall Rank,Overall Rank,Overall Rank,Simple Rating System,Simple Rating System,Simple Rating System,Simple Rating System,Simple Rating System
2003,NFL,Seattle Seahawks*,10,6,0,Lost WC,404,327,77,Holmgren,Hutchinson,Hasselbeck,Alexander,Jackson,7,6,15,19,18,10,13,32,4.8,-0.7,4.1,3.6,0.5
2002,NFL,Seattle Seahawks,7,9,0,,355,369,-14,Holmgren,Alexander,Hasselbeck,Alexander,Robinson,16,7,23,28,14,19,17,32,-0.9,-0.4,-1.3,-0.0,-1.2
2001,NFL,Seattle Seahawks,9,7,0,,301,324,-23,Holmgren,Jones,Hasselbeck,Alexander,Jackson,19,25,18,20,11,16,24,31,-1.4,-0.4,-1.9,-1.4,-0.4
2000,NFL,Seattle Seahawks,6,10,0,,320,405,-85,Holmgren,Watters,Kitna,Watters,Dawkins,19,19,25,31,23,25,30,31,-5.3,1.6,-3.7,-1.4,-2.3
1999,NFL,Seattle Seahawks*,9,7,0,Lost WC,338,298,40,Holmgren,Kennedy,Kitna,Watters,Dawkins,12,23,8,23,12,12,26,31,2.5,2.0,4.5,1.9,2.6
1998,NFL,Seattle Seahawks,8,8,0,,372,310,62,Erickson,Brown,Moon,Watters,Galloway,10,23,10,27,7,9,29,30,3.9,-2.4,1.5,0.9,0.6
1997,NFL,Seattle Seahawks,8,8,0,,365,362,3,Erickson,Moon,Moon,Warren,Galloway,9,3,22,8,19,15,3,30,0.2,-0.0,0.1,1.8,-1.7
1996,NFL,Seattle Seahawks,7,9,0,,317,376,-59,Erickson,Kennedy,Friesz,Warren,Galloway,16,19,24,24,11,21,22,30,-3.7,2.0,-1.7,1.0,-2.6
1995,NFL,Seattle Seahawks,8,8,0,,363,366,-3,Erickson,Galloway,Mirer,Warren,Galloway,10,13,23,25,25,17,21,30,-0.2,-0.4,-0.5,1.6,-2.2
1994,NFL,Seattle Seahawks,6,10,0,,287,323,-36,Flores,Kennedy,Mirer,Warren,Blades,20,24,16,23,11,18,26,28,-2.3,-1.2,-3.4,-2.8,-0.6
1993,NFL,Seattle Seahawks,6,10,0,,280,314,-34,Flores,Kennedy,Mirer,Warren,Blades,19,23,18,23,8,21,23,28,-2.1,0.9,-1.2,-0.8,-0.5
1992,NFL,Seattle Seahawks,2,14,0,,140,312,-172,Flores,Kennedy,Gelbaugh,Warren,Williams,28,28,17,10,24,28,26,28,-10.8,0.8,-10.0,-9.8,-0.2
1991,NFL,Seattle Seahawks,7,9,0,,276,261,15,Knox,Kennedy,Krieg,Williams,Blades,20,21,8,8,22,14,17,28,0.9,0.2,1.2,-1.5,2.7
1990,NFL,Seattle Seahawks,9,7,0,,306,286,20,Knox,Williams,Krieg,Fenner,Kane,18,21,11,9,23,14,15,28,1.3,1.5,2.7,-0.5,3.3
1989,NFL,Seattle Seahawks,7,9,0,,241,327,-86,Knox,Krieg,Krieg,Warner,Blades,27,26,16,14,23,22,22,28,-5.4,2.6,-2.8,-3.6,0.8
1988,NFL,Seattle Seahawks*,9,7,0,Lost Div,339,329,10,Knox,Williams,Krieg,Warner,Blades,12,23,16,24,7,14,25,28,0.6,-1.4,-0.7,1.2,-2.0
1987,NFL,Seattle Seahawks*,9,6,0,Lost WC,371,314,57,Knox,Young,Krieg,Warner,Largent,6,17,14,22,14,8,21,28,3.8,-1.9,1.9,2.4,-0.4
1986,NFL,Seattle Seahawks,10,6,0,,366,293,73,Knox,Warner,Krieg,Warner,Largent,10,8,8,22,7,7,15,28,4.6,1.8,6.4,2.4,4.0
1985,NFL,Seattle Seahawks,8,8,0,,349,303,46,Knox,Easley,Krieg,Warner,Largent,13,18,8,11,10,9,18,28,2.9,1.5,4.3,0.3,4.1
1984,NFL,Seattle Seahawks*,12,4,0,Lost Div,418,282,136,Knox,Nash,Krieg,Hughes,Largent,5,18,5,6,1,3,13,28,8.5,0.5,9.0,5.4,3.5
1983,NFL,Seattle Seahawks*,9,7,0,Lost Conf,403,397,6,Knox,Warner,Krieg,Warner,Largent,6,19,24,27,2,13,27,28,0.4,1.1,1.5,3.4,-2.0
1982,NFL,Seattle Seahawks,4,5,0,,127,147,-20,McCormackPatera,Easley,Zorn,Smith,Largent,27,22,5,12,19,19,19,28,-2.2,-3.2,-5.4,-7.4,2.0
1981,NFL,Seattle Seahawks,6,10,0,,322,388,-66,Patera,Largent,Zorn,Brown,Largent,15,20,25,26,6,21,26,28,-4.1,0.8,-3.3,-0.1,-3.2
1980,NFL,Seattle Seahawks,4,12,0,,291,408,-117,Patera,Zorn,Zorn,Jodat,Largent,21,21,25,13,19,25,16,28,-7.3,2.0,-5.3,-1.6,-3.7
1979,NFL,Seattle Seahawks,9,7,0,,378,372,6,Patera,Zorn,Zorn,Smith,Largent,4,7,24,27,16,16,19,28,0.4,2.2,2.6,4.9,-2.3
1978,NFL,Seattle Seahawks,9,7,0,,345,358,-13,Patera,Zorn,Zorn,Smith,Largent,7,3,26,26,16,14,13,28,-0.8,0.5,-0.4,3.4,-3.7
1977,NFL,Seattle Seahawks,5,9,0,,282,373,-91,Patera,Smith,Zorn,Smith,Largent,8,12,28,27,24,23,21,28,-6.5,2.2,-4.3,4.2,-8.6
1976,NFL,Seattle Seahawks,2,12,0,,229,429,-200,Patera,Zorn,Zorn,Smith,Largent,21,19,28,28,28,26,25,28,-14.3,-0.8,-15.1,-2.2,-12.9
