
,,,,,,,Points,Points,Points,,,Top Players,Top Players,Top Players,Off Rank,Off Rank,Def Rank,Def Rank,Overall Rank,Overall Rank,Overall Rank,Overall Rank,Simple Rating System,Simple Rating System,Simple Rating System,Simple Rating System,Simple Rating System
2003,NFL,San Francisco 49ers,7,9,0,,384,337,47,Erickson,Peterson,Garcia,Barlow,Owens,9,5,21,13,4,13,6,32,2.9,0.1,3.1,3.0,0.1
2002,NFL,San Francisco 49ers*,10,6,0,Lost Div,367,351,16,Mariucci,Garcia,Garcia,Hearst,Owens,13,8,18,14,8,17,10,32,1.0,-0.4,0.6,0.7,-0.1
2001,NFL,San Francisco 49ers*,12,4,0,Lost WC,409,282,127,Mariucci,Garcia,Garcia,Hearst,Owens,3,4,9,13,3,5,3,31,7.9,-1.1,6.8,4.2,2.7
2000,NFL,San Francisco 49ers,6,10,0,,388,422,-34,Mariucci,Garcia,Garcia,Garner,Owens,6,4,28,29,13,21,14,31,-2.1,-1.7,-3.8,1.7,-5.5
1999,NFL,San Francisco 49ers,4,12,0,,295,453,-158,Mariucci,Garner,Garcia,Garner,Rice,22,10,30,28,29,28,22,31,-9.9,-1.5,-11.3,-4.5,-6.8
1998,NFL,San Francisco 49ers*,12,4,0,Lost Div,479,328,151,Mariucci,Young,Young,Hearst,Rice,3,1,13,23,11,4,1,30,9.4,1.2,10.6,8.8,1.8
1997,NFL,San Francisco 49ers*,13,3,0,Lost Conf,375,265,110,Mariucci,Stubblefield,Young,Hearst,Owens,5,12,3,1,2,4,2,30,6.9,-1.8,5.1,2.4,2.7
1996,NFL,San Francisco 49ers*,12,4,0,Lost Div,398,257,141,Seifert,Young,Young,Kirby,Rice,3,6,4,7,6,3,4,30,8.8,-0.8,8.0,3.7,4.3
1995,NFL,San Francisco 49ers*,11,5,0,Lost Div,457,258,199,Seifert,Rice,Young,Loville,Rice,1,2,2,1,5,1,1,30,12.4,-0.7,11.8,6.5,5.3
1994,NFL,San Francisco 49ers*,13,3,0,Won SB,505,296,209,Seifert,Young,Young,Watters,Rice,1,2,6,8,3,1,1,28,13.1,-1.4,11.6,9.9,1.7
1993,NFL,San Francisco 49ers*,10,6,0,Lost Conf,473,295,178,Seifert,Young,Young,Watters,Rice,1,1,16,15,14,1,1,28,11.1,-1.5,9.7,9.9,-0.3
1992,NFL,San Francisco 49ers*,14,2,0,Lost Conf,431,236,195,Seifert,Young,Young,Watters,Rice,1,1,3,15,7,1,3,28,12.2,-0.4,11.8,7.3,4.5
1991,NFL,San Francisco 49ers,10,6,0,,393,239,154,Seifert,Young,Young,Henderson,Rice,3,3,4,6,19,2,2,28,9.6,1.2,10.9,6.6,4.3
1990,NFL,San Francisco 49ers*,14,2,0,Lost Conf,353,239,114,Seifert,Haley,Montana,Carter,Rice,8,2,2,3,9,3,1,28,7.1,-1.4,5.8,1.2,4.6
1989,NFL,San Francisco 49ers*,14,2,0,Won SB,442,253,189,Seifert,Rice,Montana,Craig,Rice,1,1,3,4,2,1,1,28,11.8,-1.1,10.7,5.8,4.9
1988,NFL,San Francisco 49ers*,10,6,0,Won SB,369,294,75,Walsh,Craig,Montana,Craig,Rice,7,2,8,3,4,6,2,28,4.7,0.1,4.8,3.1,1.7
1987,NFL,San Francisco 49ers*,13,2,0,Lost Div,459,253,206,Walsh,Carter,Montana,Craig,Rice,1,1,3,1,3,1,1,28,13.7,-0.4,13.3,8.9,4.4
1986,NFL,San Francisco 49ers*,10,5,1,Lost Div,374,247,127,Walsh,Lott,Montana,Craig,Rice,7,3,3,6,1,3,3,28,7.9,-0.9,7.0,2.6,4.4
1985,NFL,San Francisco 49ers*,10,6,0,Lost WC,411,263,148,Walsh,Wright,Montana,Craig,Craig,5,2,2,14,11,2,7,28,9.3,-0.5,8.8,4.6,4.2
1984,NFL,San Francisco 49ers*,15,1,0,Won SB,475,227,248,Walsh,Fahnhorst,Montana,Tyler,Clark,2,2,1,10,3,1,4,28,15.5,-2.8,12.7,7.4,5.4
1983,NFL,San Francisco 49ers*,10,6,0,Lost Conf,432,293,139,Walsh,Montana,Montana,Tyler,Clark,4,4,4,10,6,2,4,28,8.7,0.0,8.7,5.7,3.0
1982,NFL,San Francisco 49ers,3,6,0,,209,206,3,Walsh,Montana,Montana,Moore,Clark,7,3,23,21,25,12,9,28,0.3,-2.8,-2.4,0.3,-2.8
1981,NFL,San Francisco 49ers*,13,3,0,Won SB,357,250,107,Walsh,Lott,Montana,Patton,Clark,7,13,2,2,1,3,3,28,6.7,-0.5,6.2,1.3,4.9
1980,NFL,San Francisco 49ers,6,10,0,,320,415,-95,Walsh,Cooper,DeBerg,Cooper,Clark,12,12,26,27,20,24,22,28,-5.9,-0.3,-6.2,-1.2,-5.1
1979,NFL,San Francisco 49ers,2,14,0,,308,416,-108,Walsh,DeBerg,DeBerg,Hofer,Solomon,16,6,27,20,19,27,10,28,-6.8,-0.7,-7.4,-1.3,-6.1
1978,NFL,San Francisco 49ers,2,14,0,,219,350,-131,O'ConnorMcCulley,Crist,DeBerg,Simpson,Solomon,28,27,23,21,28,27,27,28,-8.2,-0.9,-9.1,-4.6,-4.5
1977,NFL,San Francisco 49ers,5,9,0,,220,260,-40,Meyer,Williams,Plunkett,Williams,Washington,19,22,20,3,21,19,12,28,-2.9,-0.9,-3.8,-1.1,-2.7
1976,NFL,San Francisco 49ers,8,6,0,,270,190,80,Clark,Hart,Plunkett,Williams,Washington,13,18,3,2,22,10,12,28,5.7,-1.9,3.8,-1.3,5.0
1975,NFL,San Francisco 49ers,5,9,0,,255,286,-31,Nolan,Hardman,Snead,Williams,Washington,16,16,14,10,25,14,13,26,-2.2,-2.5,-4.7,-2.2,-2.5
1974,NFL,San Francisco 49ers,6,8,0,,226,236,-10,Nolan,Johnson,Owen,Jackson,Washington,19,14,11,12,16,15,13,26,-0.7,-1.8,-2.6,-2.1,-0.5
1973,NFL,San Francisco 49ers,5,9,0,,262,319,-57,Nolan,Blue,Brodie,Washington,Kwalick,14,8,19,20,20,16,14,26,-4.1,3.9,-0.2,1.4,-1.6
1972,NFL,San Francisco 49ers*,8,5,1,Lost Div,353,249,104,Nolan,Johnson,Spurrier,Washington,Washington,4,8,9,14,15,5,11,26,7.4,-1.0,6.4,4.9,1.5
1971,NFL,San Francisco 49ers*,9,5,0,Lost Conf,300,216,84,Nolan,Johnson,Brodie,Willard,Washington,9,3,6,6,21,7,3,26,6.0,0.3,6.3,2.4,3.8
1970,NFL,San Francisco 49ers*,10,3,1,Lost Conf,352,267,85,Nolan,Brodie,Brodie,Willard,Washington,1,2,14,13,1,6,7,26,6.1,0.4,6.5,6.4,0.1
1969,NFL,San Francisco 49ers,4,8,2,,277,319,-42,Nolan,Johnson,Brodie,Willard,Washington,10,2,10,7,9,11,3,16,-3.0,2.7,-0.3,0.9,-1.2
1968,NFL,San Francisco 49ers,7,6,1,,303,310,-7,Nolan,Brodie,Brodie,Willard,McNeil,6,3,9,7,11,8,5,16,-0.5,1.8,1.3,2.5,-1.2
1967,NFL,San Francisco 49ers,7,7,0,,273,337,-64,Christiansen,Wilcox,Brodie,Willard,Witcher,11,7,10,9,13,14,7,16,-4.6,1.5,-3.0,-1.0,-2.0
1966,NFL,San Francisco 49ers,6,6,2,,320,325,-5,Christiansen,Johnson,Brodie,Willard,Parks,6,3,10,8,11,8,5,15,-0.4,2.1,1.8,3.8,-2.0
1965,NFL,San Francisco 49ers,7,6,1,,421,402,19,Christiansen,Parks,Brodie,Willard,Parks,1,1,13,12,12,6,1,14,1.4,5.8,7.1,10.7,-3.6
1964,NFL,San Francisco 49ers,4,10,0,,236,330,-94,Christiansen,Hazeltine,Brodie,Kopay,Casey,14,7,10,12,14,12,12,14,-6.7,3.9,-2.8,-3.6,0.7
1963,NFL,San Francisco 49ers,2,12,0,,198,391,-193,ChristiansenHickey,Woodson,McHan,Smith,Casey,14,14,13,14,8,14,14,14,-13.8,2.0,-11.8,-6.6,-5.2
1962,NFL,San Francisco 49ers,6,8,0,,282,331,-49,Hickey,Brodie,Brodie,Smith,Casey,11,13,7,7,12,8,11,14,-3.5,3.8,0.3,1.0,-0.8
1961,NFL,San Francisco 49ers,7,6,1,,346,272,74,Hickey,Brodie,Brodie,Smith,Owens,4,3,6,8,10,3,2,14,5.3,0.8,6.1,3.6,2.5
1960,NFL,San Francisco 49ers,7,5,0,,208,205,3,Hickey,Woodson,Brodie,Smith,Owens,10,11,1,6,3,8,9,13,0.3,-1.1,-0.9,-5.2,4.3
1959,NFL,San Francisco 49ers,7,5,0,,255,237,18,Hickey,,Tittle,Smith,Wilson,6,11,5,11,6,6,10,12,1.5,1.7,3.2,0.5,2.7
1958,NFL,San Francisco 49ers,6,6,0,,257,324,-67,Albert,,Tittle,Perry,Owens,8,4,10,8,9,9,6,12,-5.6,1.8,-3.8,-0.7,-3.1
1957,NFL,San Francisco 49ers*,8,4,0,Lost Div,260,264,-4,Albert,,Tittle,McElhenny,Wilson,4,6,9,12,6,7,9,12,-0.3,0.1,-0.2,0.9,-1.2
1956,NFL,San Francisco 49ers,5,6,1,,233,284,-51,Albert,,Tittle,McElhenny,Wilson,8,6,9,10,6,9,10,12,-4.3,1.6,-2.7,-1.9,-0.7
1955,NFL,San Francisco 49ers,4,8,0,,216,298,-82,Strader,,Tittle,Perry,Wilson,10,8,12,9,11,11,10,12,-6.8,-1.4,-8.2,-3.8,-4.4
1954,NFL,San Francisco 49ers,7,4,1,,313,251,62,Shaw,,Tittle,Perry,Wilson,4,2,5,6,2,4,5,12,5.2,0.9,6.0,4.5,1.6
1953,NFL,San Francisco 49ers,9,3,0,,372,237,135,Shaw,,Tittle,Perry,Wilson,1,3,6,3,5,3,3,12,11.3,-0.5,10.7,9.0,1.7
1952,NFL,San Francisco 49ers,7,5,0,,285,221,64,Shaw,,Tittle,Perry,Soltau,6,4,3,3,5,4,3,12,5.3,-0.9,4.4,-0.1,4.5
1951,NFL,San Francisco 49ers,7,4,1,,255,205,50,Shaw,,Albert,Perry,Soltau,5,4,3,5,4,5,3,12,4.2,0.1,4.3,-2.3,6.6
1950,NFL,San Francisco 49ers,3,9,0,,213,300,-87,Shaw,,Albert,Perry,Loyd,11,10,8,7,8,10,8,13,-7.3,-4.2,-11.4,-9.8,-1.6
1949,AAFC,San Francisco 49ers*,9,3,0,Lost Champ,416,227,189,Shaw,,Albert,Perry,Beals,1,1,3,1,2,1,1,7,15.8,,,,
1948,AAFC,San Francisco 49ers,12,2,0,,495,248,247,Shaw,,Albert,Strzykalski,Beals,1,1,2,2,1,1,2,8,17.6,,,,
1947,AAFC,San Francisco 49ers,8,4,2,,327,264,63,Shaw,,Albert,Strzykalski,Beals,4,2,4,4,2,4,3,8,4.5,,,,
1946,AAFC,San Francisco 49ers,9,5,0,,307,189,118,Shaw,,Albert,Standlee,Beals,2,3,2,3,3,2,2,8,8.4,,,,
