
,,,,,,,Points,Points,Points,,,Top Players,Top Players,Top Players,Off Rank,Off Rank,Def Rank,Def Rank,Overall Rank,Overall Rank,Overall Rank,Overall Rank,Simple Rating System,Simple Rating System,Simple Rating System,Simple Rating System,Simple Rating System
1999,NFL,Denver Broncos,6,10,0,,314,318,-4,Shanahan,Pryce,Griese,Gary,Smith,18,14,11,7,15,20,7,31,-0.3,3.6,3.4,1.0,2.4
1998,NFL,Denver Broncos*,14,2,0,Won SB,501,309,192,Shanahan,Davis,Elway,Davis,Smith,2,3,8,11,5,2,3,30,12.0,-3.1,8.9,9.5,-0.6
1997,NFL,Denver Broncos*,12,4,0,Won SB,472,287,185,Shanahan,Davis,Elway,Davis,Smith,1,1,6,5,4,1,1,30,11.6,-0.9,10.7,8.1,2.6
1996,NFL,Denver Broncos*,13,3,0,Lost Div,391,275,116,Shanahan,Williams,Elway,Davis,Sharpe,4,1,7,4,16,4,2,30,7.3,0.3,7.6,3.7,3.9
1995,NFL,Denver Broncos,8,8,0,,388,345,43,Shanahan,Elway,Elway,Davis,Miller,9,3,17,15,30,8,3,30,2.7,0.4,3.1,3.3,-0.2
1994,NFL,Denver Broncos,7,9,0,,347,396,-49,Phillips,Elway,Elway,Russell,Miller,10,6,25,28,22,20,19,28,-3.1,-0.3,-3.3,1.3,-4.6
1993,NFL,Denver Broncos*,9,7,0,Lost WC,373,284,89,Phillips,Elway,Elway,Bernstine,Sharpe,3,5,10,19,11,4,9,28,5.6,-0.5,5.0,4.6,0.4
1992,NFL,Denver Broncos,8,8,0,,262,329,-67,Reeves,Atwater,Elway,Green,Jackson,22,21,19,22,25,19,24,28,-4.2,0.8,-3.4,-1.4,-1.9
1991,NFL,Denver Broncos*,12,4,0,Lost Conf,304,235,69,Reeves,Atwater,Elway,Green,Young,12,12,3,5,6,7,8,28,4.3,-0.9,3.4,0.3,3.1
1990,NFL,Denver Broncos,5,11,0,,331,374,-43,Reeves,Elway,Elway,Humphrey,Jackson,16,8,23,20,24,19,16,28,-2.7,1.9,-0.8,2.1,-2.9
1989,NFL,Denver Broncos*,11,5,0,Lost SB,362,226,136,Reeves,Mecklenburg,Elway,Humphrey,Johnson,8,15,1,3,3,2,7,28,8.5,0.8,9.3,3.7,5.7
1988,NFL,Denver Broncos,8,8,0,,327,352,-25,Reeves,Elway,Elway,Dorsett,Johnson,15,8,20,22,21,15,12,28,-1.6,-1.8,-3.3,0.1,-3.4
1987,NFL,Denver Broncos*,10,4,1,Lost SB,379,288,91,Reeves,Elway,Elway,Winder,Johnson,4,2,7,9,4,5,5,28,6.1,-1.9,4.1,3.2,0.9
1986,NFL,Denver Broncos*,11,5,0,Lost SB,378,327,51,Reeves,Elway,Elway,Winder,Jackson,6,15,15,9,9,9,10,28,3.2,2.0,5.2,3.4,1.8
1985,NFL,Denver Broncos,11,5,0,,380,329,51,Reeves,Jones,Elway,Winder,Watson,8,10,13,13,7,8,9,28,3.2,0.4,3.6,1.8,1.9
1984,NFL,Denver Broncos*,13,3,0,Lost Div,353,241,112,Reeves,Jones,Elway,Winder,Watson,11,22,2,25,2,5,24,28,7.0,0.7,7.7,1.0,6.7
1983,NFL,Denver Broncos*,9,7,0,Lost WC,302,327,-25,Reeves,Gradishar,Elway,Winder,Watson,21,26,9,21,8,19,24,28,-1.6,-1.2,-2.8,-4.1,1.3
1982,NFL,Denver Broncos,2,7,0,,148,226,-78,Reeves,Gradishar,DeBerg,Willhite,Watson,20,15,25,24,28,26,24,28,-8.7,-1.1,-9.7,-6.0,-3.8
1981,NFL,Denver Broncos,10,6,0,,321,289,32,Reeves,Swenson,Morton,Parros,Watson,17,14,9,6,8,15,7,28,2.0,-0.7,1.3,-1.6,2.9
1980,NFL,Denver Broncos,8,8,0,,310,323,-13,Miller,Foley,Morton,Jensen,Moses,16,25,16,15,23,15,21,28,-0.8,1.3,0.5,-1.1,1.6
1979,NFL,Denver Broncos*,10,6,0,Lost WC,289,262,27,Miller,Wright,Morton,Armstrong,Moses,20,12,5,10,16,12,8,28,1.7,2.4,4.1,-1.6,5.7
1978,NFL,Denver Broncos*,10,6,0,Lost Div,282,198,84,Miller,Gradishar,Morton,Perrin,Odoms,15,14,2,6,2,4,6,28,5.3,-0.2,5.0,-1.9,6.9
1977,NFL,Denver Broncos*,12,2,0,Lost SB,274,148,126,Miller,Gradishar,Morton,Armstrong,Moses,10,17,3,9,5,3,13,28,9.0,2.3,11.3,1.9,9.4
1976,NFL,Denver Broncos,9,5,0,,315,206,109,Ralston,Armstrong,Ramsey,Armstrong,Moses,7,16,6,8,12,8,13,28,7.8,-0.8,6.9,2.5,4.4
1975,NFL,Denver Broncos,6,8,0,,254,307,-53,Ralston,Gradishar,Ramsey,Keyworth,Odoms,17,10,18,9,24,16,8,26,-3.8,0.3,-3.4,-2.7,-0.7
1974,NFL,Denver Broncos,7,6,1,,302,294,8,Ralston,Armstrong,Johnson,Armstrong,Odoms,7,5,22,21,9,13,11,26,0.6,0.1,0.6,3.4,-2.8
1973,NFL,Denver Broncos,7,5,2,,354,296,58,Ralston,Little,Johnson,Little,Odoms,3,6,15,19,13,9,9,26,4.1,-1.2,2.9,5.4,-2.5
1972,NFL,Denver Broncos,5,9,0,,325,350,-25,Ralston,Little,Johnson,Little,Sherman,9,5,21,9,23,18,6,26,-1.8,-0.1,-1.9,2.9,-4.7
1971,NFL,Denver Broncos,4,9,1,,203,275,-72,SmithSaban,Little,Ramsey,Little,Simmons,24,11,11,10,12,18,9,26,-5.1,0.6,-4.5,-5.5,1.0
1970,NFL,Denver Broncos,5,8,1,,253,264,-11,Saban,Jackson,Liske,Little,Denson,18,18,12,7,21,16,11,26,-0.8,-1.8,-2.6,-2.5,-0.1
1969,AFL,Denver Broncos,5,8,1,,297,344,-47,Saban,Little,Tensi,Little,Denson,4,6,8,8,7,6,7,10,-3.4,1.4,-2.0,1.0,-3.0
1968,AFL,Denver Broncos,5,9,0,,255,404,-149,Saban,Jackson,Briscoe,Little,Crabtree,7,7,9,10,7,8,7,10,-10.6,1.7,-8.9,-2.9,-6.0
1967,AFL,Denver Broncos,3,11,0,,256,409,-153,Saban,Denson,Tensi,Little,Denson,7,9,9,9,3,8,9,9,-10.9,2.5,-8.4,-2.8,-5.6
1966,AFL,Denver Broncos,4,10,0,,196,381,-185,MalavasiSpeedie,Scarpitto,Choboian,Hayes,Denson,9,9,8,6,9,9,9,9,-13.2,1.2,-12.1,-8.3,-3.7
1965,AFL,Denver Broncos,4,10,0,,303,392,-89,Speedie,Taylor,McCormick,Gilchrist,Taylor,4,2,7,7,6,7,3,8,-6.4,0.8,-5.6,1.1,-6.7
1964,AFL,Denver Broncos,2,11,1,,240,438,-198,SpeedieFaulkner,Brown,Lee,Mitchell,Taylor,8,8,8,7,1,8,8,8,-14.1,1.8,-12.4,-5.1,-7.3
1963,AFL,Denver Broncos,2,11,1,,301,473,-172,Faulkner,Taylor,Slaughter,Joe,Taylor,7,7,8,7,8,8,7,8,-12.3,1.5,-10.8,-0.1,-10.6
1962,AFL,Denver Broncos,7,7,0,,353,334,19,Faulkner,Gonsoulin,Tripucka,Stone,Taylor,3,4,5,6,7,5,4,8,1.4,-0.2,1.2,2.2,-1.1
1961,AFL,Denver Broncos,3,11,0,,251,432,-181,Filchock,McFadin,Tripucka,Stone,Taylor,7,7,7,6,8,7,6,8,-12.9,1.6,-11.3,-5.7,-5.6
1960,AFL,Denver Broncos,4,9,1,,309,393,-84,Filchock,Taylor,Tripucka,Rolle,Taylor,6,6,7,8,7,8,8,8,-6.0,0.8,-5.2,-1.6,-3.7
