
,,,,,,,Points,Points,Points,,,Top Players,Top Players,Top Players,Off Rank,Off Rank,Def Rank,Def Rank,Overall Rank,Overall Rank,Overall Rank,Overall Rank,Simple Rating System,Simple Rating System,Simple Rating System,Simple Rating System,Simple Rating System
1999,NFL,New York Jets,8,8,0,,308,309,-1,Parcells,Martin,Lucas,Martin,Johnson,19,25,9,21,3,17,27,31,-0.1,3.1,3.1,0.2,2.9
1998,NFL,New York Jets*,12,4,0,Lost Conf,416,266,150,Parcells,Lewis,Testaverde,Martin,Johnson,5,4,2,7,10,5,5,30,9.4,1.8,11.2,5.4,5.8
1997,NFL,New York Jets,9,7,0,,348,287,61,Parcells,Glenn,O'Donnell,Murrell,Johnson,12,22,6,24,12,9,26,30,3.8,-0.9,2.9,0.1,2.8
1996,NFL,New York Jets,1,15,0,,279,454,-175,Kotite,Murrell,Reich,Murrell,Chrebet,27,11,29,27,30,30,21,30,-10.9,0.8,-10.1,-2.5,-7.6
1995,NFL,New York Jets,3,13,0,,233,384,-151,Kotite,Brock,Esiason,Murrell,Chrebet,30,30,26,6,28,30,25,30,-9.4,-1.7,-11.2,-7.9,-3.3
1994,NFL,New York Jets,6,10,0,,264,320,-56,Carroll,Moore,Esiason,Johnson,Moore,25,22,14,22,5,21,25,28,-3.5,1.3,-2.2,-3.7,1.5
1993,NFL,New York Jets,8,8,0,,270,247,23,Coslet,Johnson,Esiason,Johnson,Moore,21,9,6,8,7,12,6,28,1.4,-0.6,0.8,-2.1,2.9
1992,NFL,New York Jets,4,12,0,,220,315,-95,Coslet,Lewis,Nagle,Baxter,Moore,25,20,18,16,14,25,18,28,-5.9,-0.9,-6.9,-6.0,-0.9
1991,NFL,New York Jets*,8,8,0,Lost WC,314,293,21,Coslet,O'Brien,O'Brien,Thomas,Moore,11,6,10,12,4,13,9,28,1.3,-3.8,-2.4,-1.2,-1.2
1990,NFL,New York Jets,6,10,0,,295,345,-50,Coslet,O'Brien,O'Brien,Thomas,Toon,19,16,17,23,6,20,22,28,-3.1,-1.5,-4.6,-2.0,-2.6
1989,NFL,New York Jets,4,12,0,,253,411,-158,Walton,McMillan,O'Brien,Hector,Townsell,26,17,25,27,25,26,24,28,-9.9,-0.2,-10.1,-4.9,-5.2
1988,NFL,New York Jets,8,7,1,,372,354,18,Walton,Toon,O'Brien,McNeil,Toon,6,13,21,23,3,12,21,28,1.1,0.3,1.4,3.7,-2.4
1987,NFL,New York Jets,6,9,0,,334,360,-26,Walton,O'Brien,O'Brien,McNeil,Toon,14,20,20,19,18,17,19,28,-1.7,0.4,-1.3,1.3,-2.7
1986,NFL,New York Jets*,10,6,0,Lost Div,364,386,-22,Walton,O'Brien,O'Brien,McNeil,Toon,11,11,22,26,13,17,24,28,-1.4,0.0,-1.4,2.0,-3.3
1985,NFL,New York Jets*,11,5,0,Lost WC,393,264,129,Walton,Klecko,O'Brien,McNeil,Shuler,7,4,3,8,2,3,3,28,8.1,0.9,9.0,3.8,5.2
1984,NFL,New York Jets,7,9,0,,332,364,-32,Walton,Gastineau,Ryan,McNeil,Shuler,15,16,20,21,14,18,21,28,-2.0,-2.5,-4.5,-1.8,-2.7
1983,NFL,New York Jets,7,9,0,,313,331,-18,Walton,Gastineau,Todd,McNeil,Walker,19,11,10,13,22,16,13,28,-1.1,-0.1,-1.2,-1.9,0.7
1982,NFL,New York Jets*,6,3,0,Lost Conf,245,166,79,Michaels,Gastineau,Todd,McNeil,Walker,3,4,10,6,2,2,3,28,8.8,1.7,10.5,8.8,1.7
1981,NFL,New York Jets*,10,5,1,Lost WC,355,287,68,Michaels,Klecko,Todd,McNeil,Walker,9,15,8,5,9,9,9,28,4.3,-2.4,1.8,0.2,1.7
1980,NFL,New York Jets,4,12,0,,302,395,-93,Michaels,Todd,Todd,Dierking,Harper,18,20,24,22,23,23,25,28,-5.8,0.7,-5.1,-1.5,-3.6
1979,NFL,New York Jets,8,8,0,,337,383,-46,Michaels,Powell,Todd,Gaines,Walker,13,9,25,26,11,19,22,28,-2.9,-0.0,-2.9,1.1,-4.0
1978,NFL,New York Jets,8,8,0,,359,364,-5,Michaels,Walker,Robinson,Long,Walker,3,12,27,27,10,10,25,28,-0.3,1.4,1.1,4.4,-3.3
1977,NFL,New York Jets,3,11,0,,191,300,-109,Michaels,Gaines,Todd,Gaines,Walker,22,19,24,26,26,25,26,28,-7.8,1.9,-5.9,-3.8,-2.0
1976,NFL,New York Jets,3,11,0,,169,383,-214,HoltzHolovak,Gaines,Namath,Gaines,Knight,26,25,26,25,27,27,26,28,-15.3,1.5,-13.8,-7.1,-6.8
1975,NFL,New York Jets,3,11,0,,258,433,-175,WinnerShipp,Riggins,Namath,Riggins,Caster,14,14,26,26,21,24,25,26,-12.5,4.2,-8.3,-1.2,-7.1
1974,NFL,New York Jets,7,7,0,,279,300,-21,Winner,Namath,Namath,Riggins,Caster,11,13,24,19,22,17,16,26,-1.5,-1.0,-2.5,1.1,-3.7
1973,NFL,New York Jets,4,10,0,,240,306,-66,Ewbank,Barkum,Woodall,Boozer,Barkum,17,16,17,16,15,18,16,26,-4.7,1.3,-3.4,-1.8,-1.6
1972,NFL,New York Jets,7,7,0,,367,324,43,Ewbank,Namath,Namath,Riggins,Caster,2,2,19,22,12,12,14,26,3.1,-2.6,0.5,4.7,-4.2
1971,NFL,New York Jets,6,8,0,,212,299,-87,Ewbank,Riggins,Davis,Riggins,Caster,23,26,19,19,12,22,24,26,-6.2,0.8,-5.4,-3.7,-1.6
1970,NFL,New York Jets,4,10,0,,255,286,-31,Ewbank,Elliott,Woodall,Boozer,Maynard,17,14,18,5,12,18,9,26,-2.2,-2.7,-4.9,-2.2,-2.7
1969,AFL,New York Jets*,10,4,0,Lost Div,353,269,84,Ewbank,Namath,Namath,Snell,Maynard,3,4,3,4,1,3,4,10,6.0,-2.0,4.0,3.2,0.8
1968,AFL,New York Jets*,11,3,0,Won SB,419,280,139,Ewbank,Maynard,Namath,Snell,Maynard,2,3,4,1,2,3,1,10,9.9,-2.1,7.9,7.0,0.8
1967,AFL,New York Jets,8,5,1,,371,329,42,Ewbank,Namath,Namath,Boozer,Maynard,3,1,5,3,5,4,2,9,3.0,-0.6,2.4,3.6,-1.2
1966,AFL,New York Jets,6,6,2,,322,312,10,Ewbank,Namath,Namath,Snell,Sauer,5,2,6,4,7,6,4,9,0.7,-0.0,0.7,0.7,0.0
1965,AFL,New York Jets,5,8,1,,285,303,-18,Ewbank,Maynard,Namath,Snell,Maynard,7,4,6,5,4,5,4,8,-1.3,0.2,-1.1,-1.1,-0.0
1964,AFL,New York Jets,5,8,1,,278,315,-37,Ewbank,Paulson,Wood,Snell,Turner,7,7,5,6,4,5,7,8,-2.6,0.3,-2.3,-3.6,1.2
1963,AFL,New York Jets,5,8,1,,249,399,-150,Ewbank,Turner,Wood,Smolinski,Turner,8,8,7,8,7,7,8,8,-10.7,1.3,-9.4,-4.7,-4.7
1962,AFL,New York Titans,5,9,0,,278,423,-145,Turner,Grantham,Green,Christy,Powell,7,7,8,7,8,7,7,8,-10.4,1.3,-9.1,-2.3,-6.8
1961,AFL,New York Titans,7,7,0,,301,390,-89,Baugh,Grantham,Dorow,Mathis,Powell,5,5,6,7,6,6,7,8,-6.4,0.8,-5.6,-2.5,-3.0
1960,AFL,New York Titans,7,7,0,,382,399,-17,Baugh,Dorow,Dorow,Dorow,Maynard,1,2,8,5,7,5,3,8,-1.2,0.2,-1.1,3.8,-4.9
