
,,,,,,,Points,Points,Points,,,Top Players,Top Players,Top Players,Off Rank,Off Rank,Def Rank,Def Rank,Overall Rank,Overall Rank,Overall Rank,Overall Rank,Simple Rating System,Simple Rating System,Simple Rating System,Simple Rating System,Simple Rating System
2001,NFL,Indianapolis Colts,6,10,0,,413,486,-73,Mora,Manning,Manning,Rhodes,Harrison,2,2,31,29,28,23,10,31,-4.6,0.8,-3.8,6.1,-9.8
2000,NFL,Indianapolis Colts*,10,6,0,Lost WC,429,326,103,Mora,James,Manning,James,Harrison,4,3,15,21,22,7,9,31,6.4,1.5,7.9,7.1,0.8
1999,NFL,Indianapolis Colts*,13,3,0,Lost Div,423,333,90,Mora,James,Manning,James,Harrison,3,4,17,15,19,4,8,31,5.6,0.5,6.1,6.6,-0.5
1998,NFL,Indianapolis Colts,3,13,0,,310,444,-134,Mora,Faulk,Manning,Faulk,Faulk,19,12,29,29,29,28,24,30,-8.4,3.0,-5.4,-0.1,-5.3
1997,NFL,Indianapolis Colts,3,13,0,,313,401,-88,Infante,Faulk,Harbaugh,Faulk,Harrison,20,19,26,10,19,24,12,30,-5.5,1.2,-4.3,-0.6,-3.8
1996,NFL,Indianapolis Colts*,9,7,0,Lost WC,317,334,-17,Infante,Harbaugh,Harbaugh,Faulk,Harrison,16,25,18,22,17,17,25,30,-1.1,-0.6,-1.6,-1.8,0.2
1995,NFL,Indianapolis Colts*,9,7,0,Lost Conf,331,316,15,Marchibroda,Faulk,Harbaugh,Faulk,Dawkins,17,22,5,7,7,13,17,30,0.9,-2.3,-1.3,-1.7,0.4
1994,NFL,Indianapolis Colts,8,8,0,,307,320,-13,Marchibroda,Faulk,Harbaugh,Faulk,Dawkins,18,27,14,20,18,13,28,28,-0.8,-0.7,-1.5,-1.3,-0.2
1993,NFL,Indianapolis Colts,4,12,0,,189,378,-189,Marchibroda,Langhorne,George,Potts,Langhorne,27,22,27,28,25,28,24,28,-11.8,0.5,-11.3,-6.2,-5.1
1992,NFL,Indianapolis Colts,9,7,0,,216,302,-86,Marchibroda,Banks,George,Johnson,Langhorne,26,24,16,21,15,21,25,28,-5.4,-1.6,-7.0,-6.0,-1.0
1991,NFL,Indianapolis Colts,1,15,0,,143,381,-238,VenturiMeyer,Hand,George,Dickerson,Brooks,28,28,26,20,19,28,28,28,-14.9,-2.4,-17.3,-11.5,-5.7
1990,NFL,Indianapolis Colts,7,9,0,,281,353,-72,Meyer,Bentley,George,Dickerson,Hester,21,27,20,26,24,23,27,28,-4.5,0.6,-3.9,-2.7,-1.2
1989,NFL,Indianapolis Colts,8,8,0,,298,301,-3,Meyer,Bickett,Trudeau,Dickerson,Brooks,20,23,11,22,5,15,23,28,-0.2,-0.3,-0.5,-2.7,2.2
1988,NFL,Indianapolis Colts,9,7,0,,354,315,39,Meyer,Dickerson,Chandler,Dickerson,Brooks,9,21,11,17,9,10,23,28,2.4,0.8,3.2,2.9,0.3
1987,NFL,Indianapolis Colts*,9,6,0,Lost Div,300,238,62,Meyer,Bickett,Trudeau,Dickerson,Brooks,18,13,1,6,4,7,9,28,4.1,0.1,4.3,-1.3,5.5
1986,NFL,Indianapolis Colts,3,13,0,,229,400,-171,MeyerDowhower,Hinton,Trudeau,McMillan,Brooks,27,22,25,25,21,27,27,28,-10.7,0.3,-10.4,-6.6,-3.8
1985,NFL,Indianapolis Colts,5,11,0,,320,386,-66,Dowhower,Hinton,Pagel,McMillan,Capers,17,19,21,19,14,22,21,28,-4.1,1.5,-2.6,-0.3,-2.4
1984,NFL,Indianapolis Colts,4,12,0,,239,414,-175,KushHunter,Krauss,Pagel,McMillan,Butler,28,28,25,22,20,25,27,28,-10.9,-0.2,-11.1,-7.4,-3.7
1983,NFL,Baltimore Colts,7,9,0,,264,354,-90,Kush,Dickey,Pagel,Dickey,Dickey,26,21,19,23,11,25,22,28,-5.6,-1.2,-6.9,-4.1,-2.7
1982,NFL,Baltimore Colts,0,8,1,,113,236,-123,Kush,Pagel,Pagel,McMillan,Bouza,28,27,26,26,27,28,27,28,-13.7,4.8,-8.8,-6.1,-2.7
1981,NFL,Baltimore Colts,2,14,0,,259,533,-274,McCormack,Jones,Jones,Dickey,Butler,26,22,28,28,21,28,28,28,-17.1,1.3,-15.8,-3.8,-12.0
1980,NFL,Baltimore Colts,7,9,0,,355,387,-32,McCormack,Jones,Jones,Dickey,Carr,9,13,23,21,17,17,17,28,-2.0,0.5,-1.5,2.8,-4.3
1979,NFL,Baltimore Colts,5,11,0,,271,351,-80,Marchibroda,Washington,Landry,Washington,Washington,22,20,19,15,14,23,17,28,-5.0,1.5,-3.5,-2.0,-1.5
1978,NFL,Baltimore Colts,5,11,0,,239,421,-182,Marchibroda,Washington,Troup,Washington,Carr,27,24,28,28,25,28,28,28,-11.4,2.6,-8.8,-2.8,-6.0
1977,NFL,Baltimore Colts*,10,4,0,Lost Div,295,221,74,Marchibroda,Mitchell,Jones,Mitchell,Mitchell,6,6,11,17,2,6,6,28,5.3,-0.3,5.0,3.6,1.5
1976,NFL,Baltimore Colts*,11,3,0,Lost Div,417,246,171,Marchibroda,Mitchell,Jones,Mitchell,Carr,1,1,13,15,6,2,5,28,12.2,-2.5,9.8,9.3,0.4
1975,NFL,Baltimore Colts*,10,4,0,Lost Div,395,269,126,Marchibroda,Mitchell,Jones,Mitchell,Doughty,2,12,10,12,1,5,11,26,9.0,-0.4,8.6,6.3,2.2
1974,NFL,Baltimore Colts,2,12,0,,190,329,-139,ThomasSchnellenberger,Mitchell,Jones,Mitchell,Mitchell,23,15,25,14,25,25,17,26,-9.9,1.3,-8.7,-4.6,-4.1
1973,NFL,Baltimore Colts,4,10,0,,226,341,-115,Schnellenberger,Mitchell,Domres,Mitchell,Doughty,20,21,21,21,15,21,22,26,-8.2,-0.2,-8.4,-2.4,-5.9
1972,NFL,Baltimore Colts,5,9,0,,235,252,-17,SanduskyMcCafferty,Hendricks,Domres,McCauley,Havrilak,20,14,11,20,9,17,18,26,-1.2,-1.1,-2.3,-5.1,2.8
1971,NFL,Baltimore Colts*,10,4,0,Lost Conf,313,140,173,McCafferty,Hendricks,Morrall,Bulaich,Hinton,5,12,2,1,6,2,2,26,12.4,-1.9,10.4,2.0,8.5
1970,NFL,Baltimore Colts*,11,2,1,Won SB,321,234,87,McCafferty,Logan,Unitas,Bulaich,Jefferson,6,8,7,9,14,5,10,26,6.2,-5.8,0.4,0.9,-0.5
1969,NFL,Baltimore Colts,8,5,1,,279,268,11,Shula,Matte,Unitas,Matte,Richardson,8,4,6,13,16,7,10,16,0.8,2.2,3.0,0.5,2.5
1968,NFL,Baltimore Colts*,13,1,0,Lost SB,402,144,258,Shula,Boyd,Morrall,Matte,Orr,2,4,1,2,5,1,2,16,18.4,-0.6,17.9,8.0,9.9
1967,NFL,Baltimore Colts,11,1,2,,394,198,196,Shula,Unitas,Unitas,Matte,Richardson,2,1,2,5,2,2,1,16,14.0,-0.8,13.2,6.4,6.8
1966,NFL,Baltimore Colts,9,5,0,,314,226,88,Shula,Boyd,Unitas,Lorick,Mackey,8,5,3,7,7,4,7,15,6.3,1.4,7.6,2.2,5.5
1965,NFL,Baltimore Colts*,10,3,1,Lost Div,389,284,105,Shula,Boyd,Unitas,Hill,Orr,3,5,4,5,8,2,5,14,7.5,5.4,12.9,7.0,5.9
1964,NFL,Baltimore Colts*,12,2,0,Lost Champ,428,225,203,Shula,Boyd,Unitas,Moore,Orr,1,1,1,3,1,1,2,14,14.5,1.0,15.5,9.3,6.2
1963,NFL,Baltimore Colts,8,6,0,,316,285,31,Shula,Unitas,Unitas,Matte,Mackey,7,2,7,6,9,7,5,14,2.2,-0.2,2.0,0.8,1.2
1962,NFL,Baltimore Colts,7,7,0,,293,288,5,Ewbank,Marchetti,Unitas,Moore,Orr,8,5,6,4,10,6,3,14,0.4,3.2,3.6,1.2,2.4
1961,NFL,Baltimore Colts,8,6,0,,302,307,-5,Ewbank,Moore,Unitas,Perry,Berry,7,2,10,1,14,10,1,14,-0.4,1.5,1.1,0.9,0.3
1960,NFL,Baltimore Colts,6,6,0,,288,234,54,Ewbank,Berry,Unitas,Moore,Berry,4,1,6,4,6,5,2,13,4.5,-2.5,2.0,2.0,0.1
1959,NFL,Baltimore Colts*,9,3,0,Won Champ,374,251,123,Ewbank,,Unitas,Ameche,Berry,1,1,7,8,1,1,2,12,10.3,-0.2,10.0,10.6,-0.6
1958,NFL,Baltimore Colts*,9,3,0,Won Champ,381,203,178,Ewbank,,Unitas,Ameche,Moore,1,1,2,2,1,1,1,12,14.8,-0.7,14.1,9.0,5.1
1957,NFL,Baltimore Colts,7,5,0,,303,235,68,Ewbank,,Unitas,Ameche,Berry,2,2,8,6,2,2,2,12,5.7,-0.4,5.3,5.1,0.1
1956,NFL,Baltimore Colts,5,7,0,,270,322,-52,Ewbank,,Unitas,Ameche,Mutscheller,4,4,11,11,9,10,5,12,-4.3,1.3,-3.0,2.0,-5.0
1955,NFL,Baltimore Colts,5,6,1,,214,239,-25,Ewbank,,Shaw,Ameche,Mutscheller,11,9,6,11,5,8,11,12,-2.1,-2.5,-4.6,-4.7,0.2
1954,NFL,Baltimore Colts,3,9,0,,131,279,-148,Ewbank,,Kerkorian,Young,Edwards,12,12,8,5,8,10,10,12,-12.3,4.1,-8.3,-10.4,2.1
1953,NFL,Baltimore Colts,3,9,0,,182,350,-168,Molesworth,,Enke,Huzvar,Taliaferro,11,12,12,12,3,12,12,12,-14.0,2.0,-12.0,-5.8,-6.2
